AuthorityId,Country,Year,Family,SpeciesId,Species,sp_code,sp_n,sp_kg 
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Acanthuridae","b2c60cd2-4201-4ab9-a32d-420d5a8562ee","Acanthurus xanthopterus","C11","2","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Acanthuridae","172dd2c8-2610-4ac1-9714-d57ce2bd4df7","Ctenochaetus striatus","TCV","18","4"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Acanthuridae","a12f4f93-c931-4c49-b717-4103f962ce24","Naso brevirostris","NAB","2","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Acanthuridae","581ebfd3-4342-4773-a40a-aa9d271f40f9","Naso unicornis","NAS","36","21"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Albulidae","5fab4be1-9423-494c-beb8-bdea90106bab","Albula glossodonta","BGV","12328","7410"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Albulidae","ac08ada4-1df7-4a4f-b79c-09f66f30ce00","Albula sp.","G05","6","79"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Alopiidae","990e0106-f3c4-4c6d-a330-048b244bc564","Alopias pelagicus","PTH","1","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Alopiidae","caa5ec30-e575-4fab-9032-92113e2ad163","Alopias vulpinus","ALV","6","4"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Antennariidae","c7e56fc3-c7af-41e1-9b89-4cdc2af580e3","Allenichthys glauerti","ALG","7","3"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Balistidae","8c3f42eb-0016-473f-9ee4-bccf1ce4da65","Balistes capriscus","","4","9"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Balistidae","4b61a78e-aa7d-49d4-b03b-656d9737ccc2","Balistes sp.","","52","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Balistidae","a3c9881d-3082-4908-b294-adf86168b362","Pseudobalistes flavimarginatus","UBV","14","6"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Caesionidae","848b3a6e-2004-4248-a968-f34cc4952bb3","Pterocaesio pisang","","2","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Carangidae","5a6c5891-c348-4ee5-9b99-8b7628164910","Caranx lugubris","NXU","9","240"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Carangidae","3ee52832-203e-4b13-a76a-abd546c7e1e0","Caranx melampygus","NXM","1514","716"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Carangidae","6c272b4e-56b0-4fa2-9e9e-ba06c47de73f","Caranx papuensis","NXP","24","11"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Carangidae","1cda078a-f4b9-46ce-b757-765f81a31adb","Caranx sexfasciatus","CXS","24","11"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Carangidae","32e5fa0f-6b5d-4037-be56-5cb9525db8e2","Platycaranx chrysophrys","NGH","2","10"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Carangidae","663db978-bc5b-4bef-97c7-b89c9acd8e27","Scomberoides lysan","OBY","126","80"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Carangidae","74b2029e-d9d3-4787-964c-968314eefd89","Scomberoides sp.","QUE","8","3"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Carangidae","82873287-e6ff-4f23-852a-fa54392603fa","Scomberoides tol","OBJ","6","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Chanidae","1b186c83-d5c7-4a28-bb16-a705af451335","Chanos chanos","MIL","5","3"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Epinephelidae","9a5a86dd-6ddd-4875-8c2b-1a1f2087b272","Cephalopholis argus","CFF","56","22"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Epinephelidae","b20ca3a7-6215-42d5-9464-d702ee4bdca0","Cephalopholis miniata","CFI","2","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Epinephelidae","3f20d787-19b3-422d-a5de-5884687cc35f","Cephalopholis urodeta","CWU","8","9"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Epinephelidae","dfdf401a-0786-4c96-ae81-0e0b74f1ec6b","Epinephelus cyanopodus","EPY","2","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Epinephelidae","11119dac-0a90-40ad-af90-19ac8d888f2c","Epinephelus fasciatus","EEA","2","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Epinephelidae","24fe5314-6250-4cb9-a497-eb10cfe66eec","Epinephelus fuscoguttatus","EWF","1","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Epinephelidae","3b2a503d-9c1f-429a-8fe5-d6a8fbc7a70e","Epinephelus hexagonatus","EEX","2","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Epinephelidae","7cab8cec-931e-4bd1-9197-64760b4411d7","Epinephelus merra","EER","49","187"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Epinephelidae","e83b28cd-a485-4782-8cb6-0b2afd831cac","Epinephelus polyphekadion","EEK","2","3"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Gerreidae","cda02426-2abf-4ba7-94fc-ca55bf340d75","Gerres longirostris","GTV","171","54"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Gerreidae","3e3686ac-3ef1-4fca-aa31-1b403c967ca3","Gerres oblongus","GEO","10","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Gerreidae","ac808edb-589d-4bc7-b4b2-d77255fd0f8c","Gerres oyena","GEJ","715","138"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Holocentridae","cb46ed2a-1b9a-4049-ad1d-d685d22c6e13","Myripristis murdjan","HMJ","2","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Holocentridae","c3a0d474-a1a3-49ad-ad4c-ae64210d0ad6","Sargocentron caudimaculatum","HSU","6","11"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Holocentridae","f2252d9e-5bcb-44e9-9ba0-f395ea9dc370","Sargocentron spiniferum","HVS","23","29"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Labridae","9bcc425e-635d-418a-b178-6b734a0326b2","Hemigymnus melapterus","IBW","4","11"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lethrinidae","d7e88408-8b78-4e6f-a132-c08a376a7d07","Lethrinus amboinensis","LLB","1","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lethrinidae","a1c0273d-8f7b-4904-9d2f-7c01fc63e604","Lethrinus erythropterus","LTY","11","16"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lethrinidae","a394c286-4381-411d-9f12-c4ec98de58b4","Lethrinus harak","LTK","14","5"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lethrinidae","99d6756e-6636-4d33-bcad-830be3836838","Lethrinus miniatus","LHI","86","108"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lethrinidae","0bc719a6-c145-4238-bcbd-1bacccfece8d","Lethrinus nebulosus","LHN","95","71"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lethrinidae","26bc9792-286e-4ea8-950a-8b593edb7be8","Lethrinus obsoletus","LWO","180","52"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lethrinidae","6f388b61-9c69-4746-9e1c-cc52ffc6ec74","Lethrinus olivaceus","LHO","176","180"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lethrinidae","5136b954-0639-4a07-895f-c688a823bf4d","Lethrinus xanthochilus","LXN","53","71"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lethrinidae","0cfa1a3e-78ad-4d49-a3ba-fbd95ff6699b","Monotaxis grandoculis","MXG","10","7"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lutjanidae","5a3b2712-082b-49f2-a895-1cf57fc7beb7","Aprion virescens","AVR","60","102"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lutjanidae","a98406a7-817c-403b-8b48-9dc4626dd457","Lutjanus argentimaculatus","RES","1","4"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lutjanidae","5b990302-2249-49c0-99a1-5ba911c5065d","Lutjanus bohar","LJB","31","39"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lutjanidae","6e3a2f61-2e49-4a3d-861c-cc7645920455","Lutjanus fulvus","LJV","145","26"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lutjanidae","d791be4d-593f-42f0-9a97-8c8d2181b9fe","Lutjanus gibbus","LJG","1678","684"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lutjanidae","e6fcac16-7c59-4f96-b3e5-80c606f154b8","Lutjanus kasmira","LVK","37","112"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lutjanidae","87a324cf-c2c5-4645-9b66-1774aea96c2c","Lutjanus semicinctus","C35","9","60"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lutjanidae","053e20be-255a-41f4-af67-6d220fea74bc","Pristipomoides zonatus","LWZ","4","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Lutjanidae","d15846c3-a1bd-4bc6-b32d-8f550f1efb11","Symphorichthys spilurus","SJS","2","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Mugilidae","f7632980-d6b5-4650-9183-6258301254fb","Crenimugil crenilabis","C20","138","54"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Mugilidae","145df7a8-91d5-4613-a55a-4c9c44bad5e3","Ellochelon vaigiensis","LZV","118","97"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Mugilidae","2fd1de01-0283-404a-a272-b2eb08e37e2f","Mugil cephalus","MUF","1","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Mullidae","08e1979b-2a4f-443a-b870-ee3185e119c6","Mulloidichthys flavolineatus","MUV","237","37"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Mullidae","21573f97-d7b0-44d6-b666-02de985f4a08","Mulloidichthys vanicolensis","YJG","3","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Mullidae","f8a7b84c-920d-45dc-9858-9ff8123d8278","Parupeneus barberinus","RFP","2","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Mullidae","09631352-ab66-42d3-96a0-240f68cdddbf","Parupeneus ciliatus","QZI","1","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Mullidae","1524f5ff-2e05-474e-a891-55d97c31c9a8","Parupeneus cyclostomus","RPY","69","17"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Mullidae","7308ee92-de26-421f-85d2-600f1dadb20f","Parupeneus indicus","RFQ","4","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Mullidae","9b52bcde-8af3-4c7f-836c-569daaf796df","Upeneus sp.","GOX","257","63"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Mullidae","cbe18a43-46b0-4384-ba9c-745035302b7e","Upeneus vittatus","UPI","68","10"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Muraenidae","57135d29-37ac-4a99-a3aa-f4fac2eae50e","Gymnothorax fimbriatus","C28","8","15"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Scaridae","3b791d6c-9a07-47da-a124-c1d8df21c926","Bolbometopon muricatum","BMK","6","3"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Scaridae","88ec664b-3385-4cfc-a101-a6a03e3de2df","Chlorurus frontalis","UUV","2","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Scaridae","10513fa3-8c2d-4d69-9a75-dcc5cae7a43c","Scarus psittacus","UVD","1","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Sphyraenidae","9a30dccf-bd3e-470b-a476-b135c2818bf2","Sphyraena forsteri","YBS","32","375"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Sphyraenidae","5b18dc07-65a8-47cc-856b-0e391756cbbc","Sphyraena qenie","BAB","10","9"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2018","Synanceiidae","d42121dd-0b09-42a6-a5ad-d4a7f25d4b8c","Synanceia verrucosa","","20","52"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","eeaa696e-69df-48a1-bc4a-b58f1d9eacb8","Acanthurus auranticavus","C02","2","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","fc890139-f31d-4672-bf61-f4322ab6609b","Acanthurus blochii","DGV","77","48"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","2590dda0-3c5a-4a4e-b7b5-a822ca8e4fff","Acanthurus dussumieri","C03","3","27"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","6591d341-a7c1-4bc7-b0a9-4146782161e3","Acanthurus leucocheilus","C05","4","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","5d1f526e-1f88-4984-a0a2-76892186e138","Acanthurus lineatus","AQI","58","12"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","85755221-fea2-4062-b34d-560623ace74b","Acanthurus mata","DGW","31","9"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","59bec9f1-d10f-4f3f-bea6-652c0f02f007","Acanthurus nigricans","C07","86","11"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","edb75268-22d1-44c1-8631-9140c235e09b","Acanthurus nigricauda","C08","37","8"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","39b2f3af-731f-4444-b369-2146a108c1e0","Acanthurus nigroris","C09","1","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","dfccc43f-e6f1-4753-a7a1-5d5b6d54c184","Acanthurus olivaceus","AQV","6","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","378c8ba4-fbdc-4f6a-be0f-166085dc228b","Acanthurus sp.","AXQ","18","3"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","b08976d0-dd40-42ff-a931-6b4c103325b8","Acanthurus triostegus","AQT","12","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","b2c60cd2-4201-4ab9-a32d-420d5a8562ee","Acanthurus xanthopterus","C11","150","95"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","172dd2c8-2610-4ac1-9714-d57ce2bd4df7","Ctenochaetus striatus","TCV","88","10"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","6b653336-414d-416f-8510-327dfb52e012","Naso annulatus","C44","26","18"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","2cea5ac7-fa2d-4ac5-91bf-c4495c76681b","Naso brachycentron","C45","9","4"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","a12f4f93-c931-4c49-b717-4103f962ce24","Naso brevirostris","NAB","2","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","f619dd51-ca4e-4c74-b078-f19bbabbb21a","Naso caesius","C46","2","4"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","b69faf06-0197-40b1-bb9e-f087786c6619","Naso hexacanthus","C47","2","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","78c04fd1-b673-4edd-8a9c-2dda3b5dc1a4","Naso lituratus","NAI","19","7"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","581ebfd3-4342-4773-a40a-aa9d271f40f9","Naso unicornis","NAS","4","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","a483353f-cdd2-40b3-bf7f-7a841b79fa35","Naso vlamingii","C50","2","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Acanthuridae","78c2192e-249d-428d-8687-eb42b286b288","Zebrasoma velifer","C84","1","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Albulidae","5fab4be1-9423-494c-beb8-bdea90106bab","Albula glossodonta","BGV","4015","2644"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Antennariidae","c7e56fc3-c7af-41e1-9b89-4cdc2af580e3","Allenichthys glauerti","ALG","1","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Balistidae","a0fd4578-f2b7-4a28-92d9-dc1f5cd8d0b4","Balistapus sp.","G11","3","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Balistidae","bf432557-a4c2-45b5-af2d-f101c8185926","Balistapus undulatus","BID","57","11"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Balistidae","b4843ff5-5866-4a4e-9d04-fc0d02a1e8d4","Balistoides sp.","G12","1","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Balistidae","1cea2a46-fce7-40eb-bcae-91ced816397e","Balistoides viridescens","BDZ","1","4"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Balistidae","4331f1c7-162b-44ac-8c33-a34b1039ab2b","Canthidermis sp.","G17","1","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Balistidae","b920a956-b386-4585-8a6c-6e31cd57f0ad","Melichthys niger","MEN","5","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Balistidae","e46b9398-f547-4f4f-9cc5-d460c969056e","Melichthys vidua","C86","4","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Balistidae","a3c9881d-3082-4908-b294-adf86168b362","Pseudobalistes flavimarginatus","UBV","50","151"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Balistidae","5c1cce0e-3f50-4216-8d70-8c6ee82f83fb","Rhinecanthus aculeatus","HJC","28","3"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Balistidae","c8186194-325f-494b-9755-3b9a687fe021","Sufflamen fraenatum","UIA","1","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Balistidae","04f04867-ef86-44b8-a8b0-34e3174a6b99","Sufflamen sp.","G80","2","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Belonidae","61f1d899-c411-4795-a383-4387fc7dd564","Tylosurus crocodilus crocodilus","C88","4","3"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Caesionidae","9fcb9328-a306-4866-8ef5-7961a005eb16","Caesio caerulaurea","CJC","29","7"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Caesionidae","c6b3f7e7-8863-49c4-be44-98052898d89d","Caesio sp.","FUS","1","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","55d662f0-5d6c-43b6-a898-71ebf033cdc6","Alectis ciliaris","LIJ","1","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","23e49e2b-5b01-426e-8866-ff33734ff668","Carangoides sp.","NGX","9","5"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","bef65d2d-6aaa-41ba-9991-315421233a84","Caranx ignobilis","NXI","38","237"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","5a6c5891-c348-4ee5-9b99-8b7628164910","Caranx lugubris","NXU","4","31"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","3ee52832-203e-4b13-a76a-abd546c7e1e0","Caranx melampygus","NXM","308","310"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","6c272b4e-56b0-4fa2-9e9e-ba06c47de73f","Caranx papuensis","NXP","7","9"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","1cda078a-f4b9-46ce-b757-765f81a31adb","Caranx sexfasciatus","CXS","273","205"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","ee5edd4f-d58f-4752-a621-0e3ee9647eca","Caranx sp.","TRE","231","92"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","b792e24e-2aad-4ec0-b999-fa783c1d7636","Craterognathus plagiotaenia","GSP","1","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","73d52564-f53c-4fe8-b0fb-b17c8b0d3b5b","Elagatis bipinnulata","RRU","36","58"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","b10933b0-1bdf-4d40-bcb1-19b030863793","Ferdauia ferdau","CRF","2","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","ca17fc21-7ade-4cab-9a2b-649aac4da45e","Ferdauia orthogrammus","NGT","9","7"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","99f39fb0-da4d-4120-a845-3e55c2d8cc3c","Gnathanodon speciosus","GLT","3","6"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","663db978-bc5b-4bef-97c7-b89c9acd8e27","Scomberoides lysan","OBY","51","23"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","74b2029e-d9d3-4787-964c-968314eefd89","Scomberoides sp.","QUE","5","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","82873287-e6ff-4f23-852a-fa54392603fa","Scomberoides tol","OBJ","2","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","297a4e84-c928-4e66-92a3-3a1fe48229af","Selar boops","LRO","13","4"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","82c53a74-d498-44b2-af87-443470fd87e7","Selar crumenophthalmus","BIS","8","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carangidae","c1d49f79-41ee-4bc2-8cb0-bdd9b61daf41","Selar sp.","G78","233","70"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carcharhinidae","60921b31-d49b-4760-a6d7-163d92c001da","Carcharhinus albimarginatus","ALS","1",""
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carcharhinidae","27947a69-102b-4434-b56b-ad0cccd8c685","Carcharhinus amblyrhynchoides","CCY","1","5"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carcharhinidae","03bd90c3-8cfd-49c6-bb6e-33c86a6699bf","Carcharhinus amblyrhynchos","AML","1","35"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Carcharhinidae","79afceb4-3795-46ee-a693-d1e59edf8fe3","Triaenodon obesus","TRB","3","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Chanidae","1b186c83-d5c7-4a28-bb16-a705af451335","Chanos chanos","MIL","72","6"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Cirrhitidae","3d27795d-3f6d-4d91-8ac1-7f824db0bfa5","Paracirrhites forsteri","RCI","1","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Coryphaenidae","a95bfafe-92d9-4fe1-91f6-9caa840d7bdd","Coryphaena hippurus","DOL","1","18"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Dasyatidae","edf9af89-fb26-470c-bbf8-713970aa8d9d","Dasyatis sp.","STI","1","15"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Dasyatidae","704af5fb-a26f-4501-a22b-66bedf2ab8bc","Himantura sp.","G44","3","55"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Dasyatidae","fb4eab16-9481-445e-8239-1d0957fe1795","Pateobatis fai","DHF","1","50"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Echeneidae","06733d5f-c58f-42ea-98d0-c57ac1e9f4f9","Echeneis naucrates","EHN","1","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Ephippidae","13208c83-ea45-4555-adca-81931b38ab4b","Platax boersii","C56","15","34"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Ephippidae","386ea090-519c-4fbc-8910-0915bef7365e","Platax orbicularis","LXR","1","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Ephippidae","3fd16b47-b08a-4b63-a2f2-b0af5cac1054","Platax sp.","BAT","1","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Epinephelidae","3ad869e3-c6a6-4c19-a721-05b0428f203f","Aethaloperca rogaa","EHG","16","13"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Epinephelidae","f9fdf3ec-d0b0-42cc-8594-a774bea78cc1","Anyperodon leucogrammicus","AYG","2","2"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Epinephelidae","9a5a86dd-6ddd-4875-8c2b-1a1f2087b272","Cephalopholis argus","CFF","216","80"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Epinephelidae","119a4bf1-547f-4247-a312-cf7a4217ee9e","Cephalopholis leopardus","UKR","2","0"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Epinephelidae","b20ca3a7-6215-42d5-9464-d702ee4bdca0","Cephalopholis miniata","CFI","10","5"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Epinephelidae","2e0d71db-b775-4ddd-a16a-d643d91431b9","Cephalopholis sexmaculata","CFX","8","6"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Epinephelidae","20c15e07-dc95-4566-8a5c-307be55ba5dd","Cephalopholis sonnerati","EFT","133","60"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Epinephelidae","388ad438-59c2-496f-a342-c8fe963fc41c","Cephalopholis sp.","IIX","3","1"
"ac18d487-1c55-4e0f-8d6c-81856abe5ff7","KI","2019","Epinephelidae","ea28afa4-38ef-4bcc-94b2-3ddd92723577","Cephalopholis spiloparaea","CWR","2","2"
